text,target
"купував фотік в подарунок давалася карта пам'яті. як обіцяли через 2 дня надіслали фотік тільки без подарунка, хоча по телефону сказали фотік + карта пам'яті 16 гіг.
прийшов заберай сказав що без карти пам. не куплю, пообіцяли з картою через 2 дня, сказали забули покласти! щось не віриться.
Зараз хочу купити ноут Dell Inspiron в подарунок ноушнікі, що буде те ж саме?
і ще найголовніше якщо що нибуть зламається або щось станеться в гарантійний термін то куди Оброщайтесь якщо сервісного центру Dell в МАРІУПОЛІ НІ
                        Розгорнутим
                        згорнути",positive
"До 2017 року жодного разу не купував у цьому інтрнет-магазині, хоча знав про нього давно. Проте, 6 грудня, зранку перед Різдвом, раптово ""померла"" інтеґрована звукова карта, потрібно було швидко знайти заміну оскільки насувалися святкові дні, а залишитися без звуку на свята зовсім не входило у плани. Проблема була в тому, що я у цей день також був на роботі, тому замовити міг виключно в телефонному режимі. 
У всі інтернет-магазини які я звертався у наявності не було пристойних звукових карт, а ту яку я хотів міг забрати виключно після свят. Так за увесь день я не зміг врішити цю проблему, тому прийняв рішення просто прийти в цілодобовий пукт видачі MOYO на вул. Марка Вовчка 18а. 
Представники компанії одразу замовили зі складу ту звукову карту яку я хотів:ASUS Xonar DG SI, я лише зачекав десь хвилин 10 - 15 і розрахувався карткою на місці. Без попереднього замовлення, у передсвятковий день, після 18:00 я зміг вирішити цю проблему. 
Деже рекомендую магазин тим, кому потрібно, швидко вирішити проблему. Ви обираєте на сайті товар, телефонуєте, замовляєте і за 20 хвилин вже можете забирати.
                        розгорнути
                        згорнути ",positive
"Звернувся в даний магазин через дешеву ціни на товар і віри в те, що магазин не буде обманювати про реальну ціну на товар. Замовив - уточнили що товар зможуть відправити в суботу (через 4 дні), про можливу зміну ціни не було і слова. В суботу мені передзвонили, уточнили адресу доставки. У процесі спілкування виявилося що ціна змінилася на 1000 грн. А тепер трохи фактів: З 23.08 коли було здійснено замовлення до 27.08 курс долара до гривні змінився на 10 копійок. Разом за товар націнка повинна була бути мінімальною. Але різниця виявилася в 14% від вартості товару. Розгорнутим згорнути",negative
"Купив тостер - на сторінці товару - написано: Даруємо 50грн. за розпакування! - тобто це акція така ... Перейшов на сторінку акції - там написано: Знімайте розпакування вашого товару і вигравайте призи кожні два тижні! Гарантований промокод на 50 грн за кожну розпакування ...
Так як збирався після це зробити ще пару покупок - то подумав що реалізую промокодом ...
В результаті купив товар, зняв ролик, отримав промокод! Зібрався купити товар з тієї ж акцією (Даруємо 50грн. За розпакування) - але промокод не вводиться - пише що даний товар не бере участі в акції !!! Спробував ще на кілька інших товарів - не беруть участь ... Тепер я маю гарантований промокод на 50 грн. - тільки реалізувати його не можу ... Зате розібрався трохи в відеомонтаж!
                        Розгорнутим
                        згорнути",positive
"Дуже задоволений придбанням в цьому магазині, хоча спочатку думав, що не купуватиму - так як варильну поверхню вибирали батьки, вони вибирали іншу поверхню Indesit. Покупку і все інше поклали на мене. Її не виявилося в наявності, мені передзвонили і запропонували в такому ж ціновому діапазоні Bosch, я почитав відгуки і зважився. Доставили дуже швидко - з точки видачі безкоштовно забрав. І до того ж продовжив гарантію ще на 2-а роки (всього за 600 грн) Батьки задоволені, я задоволений що все швидко і оперативно Дякую Вам за Ваш сервіс. Всім рекомендую. Розгорнутим згорнути",positive
"24.12 після телефонної бесіди із консультантом Moyo придбав матрац, відразу оплативши його карткою. За запевненням консультанта, товар був у наявності і повинен був прибути адресату в Рівне ще до Нового Року. Через кілька годин після покупки передзвонили і вибачившись повідомили, що на жаль товар прибуде у Київ лише 30.12, тому скоріш за все в Рівному він буде вже після Нового Року. Готові були повернути кошти на картку. Я вирішив не відміняти замовлення і чекати товар.
29 грудня передзвонили і сказали, що товар до них прибуде тільки 5 січня, але вони його відразу передадуть кур'єру і він уже 8 січня надійде адресату в Рівному. Зараз 8 січня, після кількох дзвінків (спочатку у Moyo, потім у кур'єрську службу ""Міст-Експрес"") виявилось, що товар все ще у Києві, і коли буде в Рівному, точно сказати не можуть. (""11-13 січня, але це дуже неточно, дата може змінитись"" - цитата співробітника кур'єрської служби).
Тому, хоч це і один із небагатьох магазинів, що готовий приймати оплату карткою, не рекомендую купувати у ньому.
P.S. 9 січня матрац нарешті доїхав адресату. Проте вартість доставки була вищою за початково домовлену. В результаті свій ""вердикт"" щодо магазину не змінюю.
                        розгорнути
                        згорнути ",negative
"Купив даний набір ключів. Замість ключа на 15 поклали на 16. Тепер в мене два на 16, не критично, але все ж таки. Писав в форму зворотного зв'язку два рази - ніякої відповіді. Вирішив написати об'єктивний відгук, що ключі нормальні, але можлива проблема з комплектацією і що Розетка не перевіряє комплектацію товару перед відправленням належним чином. Коментар не пройшов модерацію і його не опублікували. Проігнорили мене.
В цілому, сайт хороший. Є великий асортимент товару, він якісний, легко замовляти, непогані ціни і доставка швидка. Але що стосується комплектації, а, тим більше, повернення, тут великі проблеми. Обслуговування і зв'язок з клієнтами на низькому рівні, а це повинно бути на першому місці для магазину
                        розгорнути
                        згорнути ",negative
"Купили цей телевізор за безготівковим розрахунком. Все ніби добре, подзвонили і сказали через день доставлять. Але потім подзвонили і буде через 5 днів ...... Привезли через 9 днів. Ну ладно..ура, доставка. Приїхали, вийняти з машини посеред двору і їхати. Я попросив допомогти піднести хоч до під&#39;їзду. Мені відповіли 55 гривень і піднесемо. Далі давай вішати на стіну (я відразу до телевізора купив кронштейн) і знову а гвинтів для кріплення телевізора до кронштейну немає. І де їх взяти. Магазин і не попередив, що їх немає і де з взяти. У паспорті вичитав які (М8 Х45). В іншому магазині знайшов 60 і болгаркою вкорочував. Більше в цей магазин не ногою. Розгорнутим згорнути",negative
"Зробив замовлення пликоріза, за кілька годин передзвонив менеджер і прийняв/підтвердив замовлення.
Замовив самовивіз з магазину. Товар прислали за кілька днів і безкоштовно. 
До того моменту все було гарно і оперативно ..., але коли я прийшов за плиткорізом виявилось що прислали не такий як на фото. На фото пликоріз мав коловорот для вирізання отворів, бокову опорну лінійку і поворотний упор для різки під кутом, а прийшов звичайний плиткоріз в якого немає жодних додаткових функцій.
Після того як я написав що прийшов не той плиткоріз мені відразу перетелефонували і повідомили що то постачальник не той товар прислав, і пообіцяли що за кілька днів має бути то що я замовляв...., я сказав що згоден почикати але попросив додатково провірити чи буде відповідати той товар що прийде тому фото яке на сайті. 
Через кілька днів до мене знов зателефонували і повідомили що на сайті не вірне фото і най ближчим часом вони це виправлять...., вже пройшов майже тиждень а фото вони так і не виправили, мій коментар до ""задоволеного"" відгука від покупця який я захотів залишити на їх сайті модерації так і не пройшов
Звідси висновки: в них купляш одне, а отримати можна інше, і вони навіть не звірять фото на сайті з товаром який продають.
                        розгорнути
                        згорнути ",negative
"Добрий день. Купую в цьому магазині не перший раз, якістю та організацією роботи задоволена повністю. Хочу відзначити роботу сервісу. Нещодавно придбала навушники Defender Accord HN-047. За вказану ціну (120 грн) навушники чудові, але прослужили вони менше доби, собака пригнула вирвався штекер і зламався, частина залишилася в телефоні ((Дуже засмутилася, але звернутися по гарантії не змогла тому що це механічна поломка і з моєї вини. але співробітник сервісу Вікторія (якщо не помиляюся) підказала куди звернутися, за що їй ВЕЛИЧЕЗНЕ спасибі!) поміняли штекер на залізний за 24 грн разом з роботою)
                        Розгорнутим
                        згорнути",positive
"Отже купив я МП 3 плеєр в даному магазині, TeXet T-60 Silver, товар прийшов як і зазначалось в потрібний день ( це мав бути подарунок ), вирішив на почті ж перевірити чи він робочий, включаю - не включається, логічно було подумати, що розрядилась батарея, прийшовши додому виявилось що зярядка не допомагає, після цього склав акуратно все в коробку, і відправив з точки розетки на перевірку, якої мені вже не потрібно було, так як це мав бути подарунок і в терміни я вже не вписався. Тому прямо ж відправному папері написав ""ПОВЕРНЕННЯ КОШТІВ"". Після цього був довгий період очікування дзвінка від сервісу, але вони так і не подзвонили (а пройшло вже більше 2 тижнів). Вирішив подзвонити в сервіс сам. Мені відповіли шо замовлення вже опрацьоване і що КОШТИ ПОВЕРНЕННЮ НЕ ПІДЛЯГАЮТЬ, через те що на товарі виявлені подряпини. Які ще подряпини за 1 день експлуатації? Навіть не експлуатації, а просто заряжання дефектного товару? Мало того коли я здавав на точці розетки товар, його оглядала працівник, і дефектів виявлено не було. А це означає що мені просто обманюють, або ж самі й пошкодили товар, щоб не повертати гроші.
Мене це дуже розчарувало, до такої степені, що готовий йти консультуватись з юристом. До того постійно купляв в розетки, досить дорогі речі. Тепер це мабуть була моя остання покупка в цьому магазині, радити друзям не буду і вам не раджу там щось купувати.
                        розгорнути
                        згорнути ",negative
"Зробила замовлення на сайті 8 листопада 2019 року на Vitek VT-8239, вибрала бажаний час доставки на 9 листопада. Мені передзвонили і сказали, що доставка буде 12 листопада, я погодилася. Фен доставили дійсно 12 листопада, але при цьому коробка була пом&#39;ята, ввечері прийшла додому і вирішила випробувати цей фен що обертається в обидві сторони, підсумок: так він обертається, але тільки в руках, а не на волоссі, при тому що у мене коротке волосся . А далі ще краще кнопка обертання в ліву сторону просто западає, після цього я почала розглядати цей фен і виявила на ньому невеликі подряпини. У підсумку на наступний день поїхала в магазин на вул. Протасов Яр, щоб зробити повернення, але тут не все так просто, повернення ніхто не зробив, забрали на діагностику, сказали, протягом 14 днів передзвонять. Сьогодні, 25 листопада я сама передзвонила дізнатися коли ж мені повернуть гроші, на що почула відповідь, що фен відправлено в офіційний центр Vitek, де як мені сказали він може знаходиться в перебігу 45 днів. Вкрай не рекомендую цей магазин. Розгорнутим згорнути",negative
"Купила я комп'ютерні окуляри в магазині Розетка. На жаль, не підійшли. Хотіла поміняти на інші, але там інший продавець, запропонували повернути гроші на карту. Через день вже написала заяву на повернення, слідом відправила товар назад. Через 3 дні мені зателефонували, сказали, мені повернуть гроші. Прислали паперу, все оформила - відіслала назад. Прийшла відповідь, чекати 3-7 днів. На 7 день написала в сервіс Розетки, дізнатися, що там з моїми грошима? Відповідь була, чекати 3-7 днів. Сьогодні 8 день очікування. Чого, власне, мені чекати? Розетка сама звела наклеп терміни: 3-7 днів. Сама порушує (сьогодні вже 8 днів очікування) .Хто стикався з подібним негарним ставленням до клієнтів? Як вирішувати питання? Може хто порадить контакти вищої адміністрації?
                        Розгорнутим
                        згорнути",negative
"Розетка, справді, я вже втомився писати відгуки на Hotline, щоб ви помітили мою проблему і нарешті вирішили її. Я не буду в черговий раз дублювати відгук про ноутбуці, який я відіслав вам вже в третій (!) Разів!
Нам дійсно передзвонили, запропонували відправити ноутбук БЕЗ СТВОРЕННЯ ДЕКЛАРАЦІЇ ПРО ПОВЕРНЕННЯ (відповідно, немає можливості відстежити замовлення), для прийняття рішення про заміну ноутбука або повернення коштів. Незрозуміло, чому подібні рішення приймаються саме так. І ось минуло більше тижня, як ноутбук був отриманий за вказаною адресою, і про нього більше нічого не чути. Ніхто нічого у відповідь на лист не написав, і ми ніяк не були повідомлені, що нашим питанням взагалі займаються. Не кажучи вже про те, що у людини, якій був подарований ноутбук, вже зіпсувалися враження від подарунка і роботи магазину в цілому, так він ще і не може користуватися подарунком як личить!
                        Розгорнутим
                        згорнути",negative
"Раз ви видалили мій відгук на своєму сайті, то залишу і тут його!
Замовлення 163480656. Спочатку я завдяки вам та вашим партнерам 3 рази безрезультатно ходив на Нову Пошту, звернувшись на лінію з проблемою в видачі товару, не отримав від вашого консультанта ніякої допомоги окрім поради ""відмінити замовлення і створити нове"", а на той момент вже була неділя після оформлення замовлення. Товар був забрати за готівковий розрахунок, треба було тільки відмінити онлайн-кредит, но ваш співробітник цього не захотів робити і сказав, що це неможливо (і це неправда). 
                        розгорнути
                        згорнути ",negative
"Розетку я ніколи не розглядав як хороший інтернет магазин, так як відгуків негативних більше ніж хороших, але тут несподівано отримав сертифікат як переможець якийсь акції, подумав що добру пропадати, зроблю замовлення, замовлення робив через корзину, там же вказав номер сертифіката, було зазначено що 28 товар буде відправлений, в результаті пройшло вже 28 а ще навіть не спромоглися установити зв'язок, не то що б відправити. Є звичайно один плюс, переконався що відгуки про магазин правдиві на 100%, цей магазин НЕ РЕКОМЕНДУЮ нікому, крім них є багато магазинів.
                        Розгорнутим
                        згорнути",negative
"Доброго времени суток, пишу повторний відгук щоб зняти всі звинувачення і претензії з магазину Розетка.
15.06 здійснив покупку МФУ, забрав через пару днів і виявив, що пристрій не працювало належним чином (сканувати з смугами, прикріплюю приклад), повідомив про свою проблему в підтримку, спробували оновити ПЗ, нічого не допомогло, відправив на наступний день назад.
21.06 Товар отримав сервісний відділ, після чого стежив за статусом мого повернення в особистому кабінеті. Приблизно через 10 днів статус змінився на ""Прийнято рішення"". Приблизно в ці ж дні зв'язався менеджер і підтвердив про те, що сервісний відділ прийняв рішення на мою користь (мені відправлять новий пристрій, а магазин самостійно буде вирішувати проблему з постачальником пристрою)
05.07 Подзвонив уточнити коли саме настане мій пристрій, менеджер сказав, що відправлять 07.07 і отримати зможу 10.07
На моє щастя і подив, МФУ прийшло 07.07, отримав абсолютно новий пристрій незважаючи на подорожчання на 10% з моменту покупки, абсолютно нові картриджі, незважаючи на те, що в першому влаштуванні я витратив третину чорнила під час тестів з представниками сервісного відділу. Претензії зняті, я задоволений на 100%.
Раджу. Радий, що все закінчилося саме так.
                        Розгорнутим
                        згорнути",positive
"Добрий день, шановні співробітники інтернет-магазину ""Розетка"". Дуже хочу почути / прочитати відповідь на своє звернення. Я писала на самому сайті ""Розетки"" вже три рази і так ніхто не відреагував на мої повідомлення. Проблема полягає в наступному. 18.01.2019г. мною було зроблене замовлення №209817548. Отримала я його у відділенні ""Укрпошти"" 22.01.2019г. і в цей же день оформила повернення (трекінг-номер заявки: AA474830) з метою обміну на частину замовлення - куртку (вона не підійшла за розміром). На наступний день, тобто 23.01.2019г., Я відправила посилку з курткою представнику ""Розетки"" ""Новою поштою"". 24.01.2019г. він цю посилку отримав. І з тих пір тиша ... Тільки 26.01.2019г. прийшло SMS на мій номер з таким текстом ""Товар отримано. Прийом №9026938. По готовності з Вами зв'яжуться."" І на цьому все, а сьогодні вже 31.01.2019г. Зі мною так ніхто і не зв'язався, звернення (складається саме таке враження) свідомо ігноруються. Ні товару ні грошей. Стає дуже неприємно через таке ставлення до покупців. І я вже не хочу проводити обмін (я від нього відмовляюся), так як куртка мені потрібна була саме тоді, зараз необхідність у ній відпала. Я просто хочу повернути свої гроші за це замовлення в розмірі 685 грн. назад. Не хочеться, доводити справу до якихось розборок з судом, не хочеться писати всякі заяви, хочеться все вирішити мирно. Якщо не вийде мирно, якщо і далі співробітники ""Розетки"" будуть продовжувати ігнорувати мої повідомлення, тоді мені просто доведеться захищати свої права законним шляхом. Мені як матері-одиначці, яка виховує сама дитину-інваліда важлива будь-яка копійка, а вже тим більше мої 685 грн. Маю велику надію на людське ставлення з боку співробітників ""Розетки"" і швидке отримання своїх грошей. З повагою, Олена Чернова.
                        Розгорнутим
                        згорнути",negative
"Замовив товар 12-го грудня. Передзвонив менеджер і для підтвердження замовлення, після чого прийшло повідомлення що 19-го можна забрати замовлення у точці видачі Розетки. Прийшов туди 19-го, а мого замовлення нема. Звернувся до відділу інформації і виявилось що такого товару взагалі нема і ніхто нічого не відсилав. Коротше, втратив час на очікування ще й довелось в екстренному режимі бігати по магазинах. І це ж не перший раз таке. 23-го з 4-х замовленнь не отримав два. До цього не користувався Розеткою через падіння якості роботи кілька років, сподівався що щось виправилось. Ага, як би не так.
                        розгорнути
                        згорнути ",negative
"Останнім часом помітно зменшилась швидкість обробки замовлень через кошик. Магазин мені подобається але щось термінове купувати я більше не буду.
Якщо Ви робите замовлення через кошик в 11 ранку - Вам можуть передзвонити в 19:50 і сказати що замовлення відправлять через день і до вас воно може потрапити через три в кращому випадку (мабуть нова пошта погано дружити з розеткою). Маються на увазі відділення нової пошти в обласних центрах. А при зміні міста доставки термін доставки збільшується ще на день. Так довго змінюють замовлення. В порівнянні з іншими магазинами я можу одержати своє замовлення на наступний день. Можливо замовлення по телефону проходить швидше, але інколи на це відсутній час.Тому раджу обирати інші магазини для термінових покупок і доставок. Якщо ж не горить - то можна і на розетці замовити.
                        розгорнути
                        згорнути ",negative
"Видеокарта Asus PCI-Ex GeForce GTX 950 Strix 2048MB GDDR5 (128bit) (1140/6610) (2 x DVI, HDMI, DisplayPort) (STRIX-GTX950-DC2OC-2GD5-GAMING) 
Була куплена данна відеокарта 5.10.2016. Ігри добре йшли, так як це  ігрова серія , але протягом днів фпс в іграх начав просідать, не обращав дуже на це увагу! Одного разу граючи в ігри ПК вимкнувся, подумав скачок напруги, але коли я зрозумів що це було тік в іграх, то було пізно,так як пройшло 14 днів! Вона разів 6 виключала  ПК, і одного разу виключила і не включався комп’ютер! Не знаючи  що сталось, так як комплектуюче було все нове! Витягнувши відеокарту  і пк включився! Позвонивши в СЦ, пояснив ситуацію, сказали на експертизу!   27.10 поїхала на ремонт до розетки (по Гарантії) так як уже пройшло 14 днів для обміну товару не йшла мова ! Обдивлялись ту відеокарту 5-10 мин, чи немає ніяних пошкоджень от моїх рук! Дали документи, про те що буде експертиза 14 днів. 14 на ремонт! Причину Указали що не старт! Через 2 тижня звінок от СЦ що все працює , відеокарту відремонтували! Коли відкрив її побачив що була заміна термопасти! ( Як це замітив? Співробітник СЦ не акуратно її намазав, що було видно між кулерами та відеокартой!)  Коли я її підключив, пк мій включився! Коли включив ігру world of tanks, в першому же бою 1-5мин комп’ютер знов потух і не включався! Був сразу звонок в СЦ до розетки! Пояснив ситуацію, що ремонт не допоміг! Вони запросили знов її до себе в СЦ на експертизу(знов чекать 14 днів) та наголосив щоб її протестірували на іграх(нагрузку любу дали на неї).  29.11.2016р звонок от СЦ розетки, що її відремонтували , і вона працює! Отправили новой поштой , так як Я живу не в Києві!  1.12.2016р  Я знов підключив до комп’ютера, він включився! Але знов була не довга моя радость! Знов же тік включивши ігру , комп’ютер виключився і не включається з донною відеокартой! 
Мій Висновок, заводський  брак! Прогрівати можна довго, але була куплена для ігор, що не відповідає моїх потреб! На прохання заміни відеокарти, відповідь ні! Через експертизу!  (Що вона дасть? Знов прогріють і включиться вона!  А грати в ігри з нею неможливо! У відгуках покупців , була подібна проблема! Тобто мій случай не є одиничний з цією моделею!) 
Що мені далі робить ?
                        розгорнути
                        згорнути ",negative
"13.05.2019 в магазині «Розетка» було придбано бойлер -ELECTROLUX EWH 100 ROYAL Flash, за акційною ціною - 7999грн. З бойлером в подарунок йшов китайський зволожувач, який і даром не потрібний. Подарунок раз подарували вирішили випробувати, включили і після хвилини його роботи відчули НЕ зволоження, а відверто кажучи сморід. Дешевий Китайський зволожувач відразу вимкнули і поклали в коробку. Більше не користувалися.
Бойлер в січні 2020года потік, авторизований сервісний центр ELECTROLUX видав висновок, що подальша експлуатація неможлива. Мною було прийнято рішення про повернення грошей, представники розетки люб'язно погодилися. У чому ж порушені права споживача:
1. У товарному чеку (фіскальних розетка не видає тому магазин маленький і обороти дозволяють входити в потрібну групу Фоп) вказана вартість «подарунка» -450грн. Відповідно ця сума віднімається від суми повернення. На сторінці з товарами до яких додаються «подарунки» не зазначено інформацію про те що це не подарунок і вартість буде включена в чек.
2. За бойлером приїхав кур'єр, також йому вручили зволожувач. Зволожувач був в новому стані, упаковка без пошкоджень (один раз включали). Через кілька днів передзвонили з розетки, сказали, що зволожувач повернуть, так як я сказав, що включав його. Сказано, зроблено забрав з магазину гроші мінус повна вартість зволожувача. Через пару днів забрав з «Нової Пошти» зволожувач. Перше що насторожило - порвана коробка, коли розмотав целофан, то крім порваній коробки побачив забруднений брудом і подряпаний зволожувач, фото додаю.
Висновок: не рекомендую магазин. Перевіряйте чеки.
                        Розгорнутим
                        згорнути",negative
"Замовив товар 27-го грудня. Отримав повідомлення, що заявка потдверждена, і можна забрати за адресою Хрещатик, 20-22, резерв 28-30 грудня.
Сьогодні (29 числа), прийшовши в магазин, я дізнався, що мого замовлення в точці видачі немає, що насправді товар ""або потрапив в інший магазин, або не доїхати"". Природно, ніхто не попередив клієнта про це. До слова, таких як я сьогодні в розетці було дуже багато. Адміністратор запевняв, що зробить новий переміщення і товар з'явиться через дві години і що він мені особисто передзвонить.
Підсумок: товару немає, пояснень немає, хтось ризикує не отримати подарунок на НГ.
                        Розгорнутим
                        згорнути",negative
"МЕНІ stylus.com.ua ПРОДАЛИ БО ТЕЛЕФОН В НОВОМУ КОРПУСІ, КОРПУС КИТАЙСКИЙ, З&#39;ЯСУВАЛИ ЩО КОРОБКА І АКСЕСУАРИ КИТАЙ !!! Я КУПИВ ТЕЛЕФОН ЗА 5 000 ГРН, А ОЦІНИЛИ ЙОГО В 1600 !!! Скажу, чесно повівся на ціну в хотлайн на телефон айфон в магазині http://stylus.com.ua/ Подзвонив, був в наявності в магазині stylus.com.ua той же день привезли! Дуже не сподобався кур&#39;єр !!!! І мене дістало що постійно у них немає здачі, і я був змушений ще бігати мене 100 грн щоб дати без здачі! Але ето ще квіти в порівнянні з тим що я виявив через 2 тижні коли показав телефон знайомому який трохи пов&#39;язаний з айфона !! НА ТЕЛЕФОНЕ ВИДНО БУЛО НЕВЕЛИКІ, НЕ ПРОФ ОКОМ І непомітний навіть, АЛЕ КОЛИ МЕНІ ПОКАЗАЛИ НА НИХ РЕАЛЬНО ЗРОЗУМІВ ЩО ТЕЛЕФОН ДАЛЕКО НЕ НОВИЙ.І СТРАШНО ПРЕДСТАВИТИ ЙОГО МИНУЛЕ Я БУВ І В ОФІСІ stylus.com.ua І В СЕРВІС, НЕ ЧОГО НЕ ВИЙШЛО ДОВЕСТИ, ДЕФЕКТИ ПОБАЧИЛИ АЛЕ ПЕРЕВЕЛИ ДО ТОГО ЩО І Я МІГ ЦЕ СДЕЛАТЬ.ДАВІЛІ НА 2 ТИЖНІ, ЩО ТЕРМІН ПРОЙШОВ. АЛЕ НЕ ХТО НЕ ЗАХОТІВ ЧУТИ ТЕ ЩО В ПОТРЕБ.ПРАВАХ СКАЗАНО ЩО ЯКЩО Є ДЕФЕКТ С СТОРОНИ КОМПАНІЇ ВОНИ ЗМУШЕНІ ЗАМІНИТИ АБО ПОВЕРНУТИ ГРОШІ, ЗРОЗУМІЛО ПІСЛЯ ЕКСПЕРТИЗИ! НЕ ХТО МЕНЕ НЕ ЗАХОТІВ СЛУШАТЬ.СКАЗАЛІ ЩО ВИ БАЧИЛИ ЩО ВИ покрапав ГОВОРИТИ ПРО ТЕ ЩО Я НЕ РЕКОМЕНДУЮ stylus.com.ua? це м&#39;яко сказано! Я Б ВАС ХОТІВ ПОПЕРЕДИТИ І не вестися на ВАРТІСТЬ І ЯКЩО КУПУЄТЕ ТОВАР в інтернет магазині stylus.com.uа Розгорнутим згорнути",negative
"Вся біда в тому, що Розетка почала працювати з ненадійними продавцями. Йдеться про продавця Mirubik, який під виглядом нових продає б/у об'єктиви (можливо й щось інше також). Купив у них через Розетку об'єктив Canon EF-S 17-55mm f/2.8 IS USM і з'ясував, що він навіть не просто б/у, а ще й не працює так як треба. Товар повернув. І ось вже більше двох тижнів Mirubik обіцяє повернути кошти і ніяк не поверне, постійно кажуть, що ""наступного дня"". 
Я розумію, що це проблема конкретного продавця, але сам факт, що Розетка працює з такими продавцями і дозволяє їм і надалі обманювати покупців псує її репутацію абсолютно.
                        розгорнути
                        згорнути ",negative
